player,position,team,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_assist,npxg_xg_assist,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,miscontrols,dispossessed,passes_received,progressive_passes_received
Rúben Neves,MF,Portugal,1997,5,4,268,3.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.03,0.01,0.04,0.03,0.04,2,0,0.0,0.67,0.0,0.0,,27.0,0.0,0.04,-0.1,-0.1,235.0,257.0,91.4,4772.0,1089.0,84.0,84.0,100.0,112.0,118.0,94.9,37.0,46.0,80.4,0.1,0.0,2.0,23.0,2.0,0.0,13.0,251.0,5.0,5.0,0.0,4.0,2,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1,0.0,0.0,2.0,0.0,6.0,0.0,6.0,3.0,1.0,2.0,3,5.0,5.0,0.0,6.0,2.01,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,2,0,0.0,0.0,0,12.0,2.0,3.0,40.0,54.0,59.6,65.0,0,1,10.0,0,1.8,4.0,3.0,1.0,0.34,-2.14,3.3,2.9,0.4,0.13,-0.3,275.0,7.0,68.0,173.0,34.0,1.0,275.0,0.0,0.0,,1.0,1.0,220.0,1.0
Saeid Ezatolahi,MF,IR Iran,1996,3,2,217,2.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.04,0.08,0.12,0.04,0.12,3,1,33.3,1.24,0.41,0.0,0.0,29.4,0.0,0.03,-0.1,-0.1,66.0,88.0,75.0,1382.0,474.0,26.0,30.0,86.7,25.0,34.0,73.5,14.0,22.0,63.6,0.4,-0.2,2.0,7.0,4.0,1.0,4.0,83.0,5.0,5.0,0.0,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1,1.0,3.0,2.0,2.0,8.0,25.0,6.0,3.0,0.0,3.0,2,8.0,4.0,0.0,4.0,1.66,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,5,0,0.0,0.0,0,17.0,6.0,4.0,60.0,72.0,80.4,86.0,1,1,45.0,0,1.0,2.0,4.0,-2.0,-0.83,0.87,2.6,3.1,-0.5,-0.22,0.47,115.0,6.0,33.0,66.0,20.0,1.0,115.0,0.0,1.0,0.0,5.0,0.0,62.0,1.0
Saleh Al-Shehri,FW,Saudi Arabia,1993,3,3,223,2.5,1,0,1,0,0,1,0,0.4,0.0,0.4,0.4,0.4,0.1,0.1,0.1,0.2,0.03,0.05,0.09,0.03,0.09,2,2,100.0,0.81,0.81,0.5,0.5,21.0,0.0,0.04,0.9,0.9,29.0,47.0,61.7,351.0,40.0,15.0,20.0,75.0,7.0,11.0,63.6,2.0,2.0,100.0,0.0,-0.1,2.0,4.0,0.0,0.0,0.0,39.0,8.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,1,0.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0,1.0,2.0,0,3.0,2.0,0.0,2.0,0.81,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,5,0,1.0,0.0,0,7.0,6.0,7.0,46.2,74.0,82.6,74.0,0,0,,0,1.0,2.0,5.0,-3.0,-1.21,-3.13,2.1,4.8,-2.7,-1.09,-0.46,73.0,2.0,5.0,37.0,32.0,12.0,73.0,0.0,2.0,0.0,8.0,1.0,39.0,9.0
Salem Al-Dawsari,MF,Saudi Arabia,1991,3,3,270,3.0,2,0,2,0,1,1,0,0.67,0.0,0.67,0.67,0.67,1.8,1.0,0.2,1.2,0.59,0.08,0.67,0.32,0.4,6,4,66.7,2.0,1.33,0.33,0.5,21.6,0.0,0.16,0.2,1.0,86.0,111.0,77.5,1344.0,355.0,44.0,52.0,84.6,25.0,29.0,86.2,9.0,14.0,64.3,0.4,-0.2,6.0,11.0,6.0,0.0,11.0,104.0,5.0,3.0,0.0,2.0,3,0.0,2.0,1.0,0.0,0.0,2.0,5.0,5.0,4,3.0,2.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,1,6.0,2.0,0.0,15.0,5.0,10.0,1.0,1.0,2.0,1.0,0.0,1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0,3,3,0,0.0,0.0,0,16.0,1.0,1.0,50.0,90.0,100.0,90.0,3,0,,0,1.0,3.0,5.0,-2.0,-0.67,,3.0,6.0,-3.0,-1.01,,146.0,1.0,20.0,63.0,68.0,13.0,145.0,2.0,10.0,20.0,13.0,6.0,106.0,17.0
Salis Abdul Samed,MF,Ghana,2000,3,3,250,2.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02,1,0,0.0,0.36,0.0,0.0,,26.9,0.0,0.02,0.0,0.0,129.0,145.0,89.0,2046.0,466.0,70.0,70.0,100.0,49.0,54.0,90.7,9.0,15.0,60.0,0.1,0.0,1.0,11.0,0.0,0.0,2.0,141.0,3.0,3.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,4,6.0,8.0,0.0,4.0,1.44,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,2,0,0.0,0.0,0,15.0,0.0,3.0,0.0,83.0,92.6,83.0,1,0,,0,1.0,5.0,7.0,-2.0,-0.72,-0.72,3.5,5.3,-1.8,-0.66,-2.41,169.0,15.0,64.0,82.0,24.0,0.0,169.0,3.0,4.0,75.0,4.0,2.0,121.0,2.0
Saud Abdulhamid,DF,Saudi Arabia,1999,3,3,270,3.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.02,0.02,0.01,0.02,1,0,0.0,0.33,0.0,0.0,,34.6,0.0,0.02,0.0,0.0,88.0,122.0,72.1,1395.0,541.0,40.0,46.0,87.0,38.0,54.0,70.4,6.0,11.0,54.5,0.1,0.0,2.0,9.0,4.0,1.0,11.0,94.0,28.0,2.0,0.0,1.0,9,26.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2,2.0,2.0,1.0,2.0,2.0,100.0,0.0,3.0,0.0,3.0,2,7.0,6.0,0.0,8.0,2.67,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,5,0,0.0,1.0,0,14.0,4.0,6.0,40.0,90.0,100.0,90.0,3,0,,0,1.0,3.0,5.0,-2.0,-0.67,,3.0,6.0,-3.0,-1.01,,150.0,11.0,37.0,61.0,54.0,5.0,150.0,2.0,4.0,50.0,4.0,1.0,74.0,10.0
Saša Lukić,MF,Serbia,1996,3,3,245,2.7,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02,1,0,0.0,0.37,0.0,0.0,,16.1,0.0,0.06,-0.1,-0.1,143.0,162.0,88.3,2488.0,505.0,60.0,67.0,89.6,70.0,76.0,92.1,10.0,13.0,76.9,0.1,0.0,0.0,12.0,1.0,1.0,5.0,159.0,3.0,3.0,1.0,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,1,3.0,5.0,1.0,2.0,0.73,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,1,0,0.0,0.0,0,19.0,3.0,3.0,50.0,82.0,90.7,82.0,2,0,,0,0.33,5.0,7.0,-2.0,-0.73,2.87,3.2,6.8,-3.6,-1.33,-0.15,182.0,6.0,30.0,132.0,21.0,1.0,182.0,0.0,1.0,0.0,2.0,2.0,130.0,3.0
Sebastián Coates,DF,Uruguay,1990,2,2,180,2.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.05,0.0,0.05,0.05,0.05,1,0,0.0,0.5,0.0,0.0,,11.5,0.0,0.1,-0.1,-0.1,76.0,93.0,81.7,1425.0,583.0,33.0,38.0,86.8,31.0,35.0,88.6,12.0,18.0,66.7,0.0,0.0,0.0,10.0,0.0,0.0,7.0,90.0,3.0,3.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,,0.0,3.0,1.0,2.0,1,2.0,6.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0.0,0.0,0,9.0,7.0,0.0,100.0,90.0,66.7,90.0,2,0,,1,1.5,2.0,2.0,0.0,0.0,0.0,3.1,2.9,0.2,0.1,0.14,107.0,8.0,50.0,53.0,4.0,3.0,107.0,0.0,0.0,,0.0,2.0,66.0,1.0
Selim Amallah,MF,Morocco,1996,7,4,409,4.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.05,0.02,0.07,0.05,0.07,2,0,0.0,0.44,0.0,0.0,,13.3,0.0,0.11,-0.2,-0.2,65.0,87.0,74.7,840.0,176.0,42.0,48.0,87.5,17.0,23.0,73.9,3.0,9.0,33.3,0.1,-0.1,3.0,4.0,2.0,0.0,4.0,85.0,2.0,1.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,9,4.0,6.0,3.0,6.0,11.0,54.5,5.0,6.0,1.0,5.0,8,21.0,3.0,0.0,8.0,1.76,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,8,0,0.0,0.0,0,12.0,2.0,9.0,18.2,58.0,62.0,75.0,1,3,36.0,0,1.57,1.0,0.0,1.0,0.22,0.22,2.2,4.4,-2.2,-0.48,-0.98,145.0,5.0,30.0,87.0,29.0,5.0,145.0,1.0,7.0,14.3,15.0,5.0,80.0,8.0
Serge Gnabry,FW,Germany,1995,3,3,263,2.9,1,1,1,0,0,0,0,0.34,0.34,0.68,0.34,0.68,1.1,1.1,1.5,2.6,0.37,0.51,0.88,0.37,0.88,12,4,33.3,4.11,1.37,0.08,0.25,15.6,0.0,0.09,-0.1,-0.1,86.0,118.0,72.9,1060.0,281.0,56.0,72.0,77.8,21.0,25.0,84.0,3.0,3.0,100.0,0.7,-0.5,6.0,1.0,4.0,3.0,3.0,112.0,4.0,0.0,0.0,0.0,7,4.0,0.0,0.0,0.0,0.0,2.0,8.0,5.0,2,1.0,2.0,2.0,4.0,5.0,80.0,1.0,2.0,0.0,2.0,2,7.0,3.0,0.0,12.0,4.11,9.0,0.0,0.0,3.0,0.0,0.0,1.0,0.34,1.0,0.0,0.0,0.0,0.0,0.0,0,2,2,3,0.0,0.0,0,11.0,0.0,2.0,0.0,88.0,97.4,88.0,1,0,,0,1.33,6.0,5.0,1.0,0.34,0.34,9.8,3.4,6.4,2.19,-1.25,148.0,1.0,9.0,42.0,98.0,21.0,148.0,3.0,5.0,60.0,4.0,7.0,111.0,16.0
Sergej Milinković-Savić,MF,Serbia,1995,3,3,233,2.6,1,0,1,0,0,1,0,0.39,0.0,0.39,0.39,0.39,0.2,0.2,0.0,0.2,0.07,0.0,0.07,0.07,0.07,3,1,33.3,1.16,0.39,0.33,1.0,23.9,0.0,0.06,0.8,0.8,87.0,120.0,72.5,1467.0,405.0,44.0,55.0,80.0,33.0,41.0,80.5,8.0,16.0,50.0,0.2,0.0,0.0,9.0,2.0,0.0,10.0,118.0,2.0,2.0,2.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1,2.0,3.0,0.0,3.0,4.0,75.0,1.0,5.0,2.0,3.0,2,7.0,5.0,0.0,4.0,1.54,3.0,0.0,0.0,0.0,1.0,0.0,3.0,1.15,2.0,0.0,0.0,0.0,1.0,0.0,0,2,4,0,0.0,0.0,0,18.0,3.0,3.0,50.0,78.0,86.3,78.0,1,0,,0,0.33,5.0,8.0,-3.0,-1.16,-1.16,3.1,7.0,-3.9,-1.51,-1.42,158.0,8.0,33.0,88.0,41.0,4.0,158.0,3.0,6.0,50.0,7.0,2.0,106.0,7.0
Sergio Busquets,MF,Spain,1988,4,4,363,4.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.04,0.02,0.06,0.04,0.06,2,0,0.0,0.5,0.0,0.0,,20.9,0.0,0.07,-0.1,-0.1,261.0,289.0,90.3,4222.0,1044.0,124.0,136.0,91.2,111.0,118.0,94.1,16.0,20.0,80.0,0.2,-0.1,3.0,31.0,3.0,0.0,17.0,278.0,11.0,10.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,4,3.0,3.0,1.0,3.0,5.0,60.0,2.0,2.0,0.0,2.0,1,8.0,1.0,0.0,11.0,2.97,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.27,1.0,0.0,0.0,0.0,0.0,0.0,0,3,3,0,0.0,0.0,0,28.0,8.0,5.0,61.5,91.0,93.1,91.0,3,0,,0,1.25,6.0,3.0,3.0,0.74,-9.26,5.3,3.4,1.9,0.52,-0.75,309.0,6.0,46.0,209.0,54.0,1.0,309.0,1.0,1.0,100.0,2.0,2.0,237.0,13.0
Sergio Rochet,GK,Uruguay,1993,3,3,270,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,0.0,,0.0,0.0,54.0,78.0,69.2,1262.0,1003.0,17.0,17.0,100.0,27.0,28.0,96.4,10.0,33.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,29.0,5.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,1.0,0,2.0,1.0,0.0,100.0,90.0,100.0,90.0,3,0,,0,1.33,2.0,2.0,0.0,0.0,,3.7,3.5,0.1,0.05,,88.0,78.0,87.0,1.0,0.0,0.0,88.0,0.0,0.0,,1.0,0.0,35.0,0.0
Sergiño Dest,DF,United States,2000,4,4,305,3.4,0,1,0,0,0,1,0,0.0,0.3,0.3,0.0,0.3,0.2,0.2,0.5,0.7,0.07,0.15,0.22,0.07,0.22,6,0,0.0,1.77,0.0,0.0,,19.8,0.0,0.04,-0.2,-0.2,172.0,200.0,86.0,2635.0,848.0,101.0,105.0,96.2,60.0,67.0,89.6,8.0,15.0,53.3,0.5,0.5,3.0,15.0,2.0,1.0,13.0,176.0,24.0,2.0,0.0,1.0,9,22.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2,2.0,1.0,1.0,2.0,3.0,66.7,1.0,3.0,0.0,3.0,2,6.0,7.0,0.0,7.0,2.07,4.0,1.0,2.0,0.0,0.0,0.0,1.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0,4,2,0,0.0,0.0,0,13.0,1.0,3.0,25.0,76.0,84.7,76.0,0,0,,0,1.25,2.0,2.0,0.0,0.0,1.64,3.4,2.2,1.2,0.34,2.71,250.0,10.0,58.0,115.0,80.0,6.0,250.0,5.0,13.0,38.5,9.0,8.0,178.0,3.0
Shogo Taniguchi,DF,Japan,1991,2,2,210,2.3,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.12,0.0,0.12,0.12,0.12,2,0,0.0,0.86,0.0,0.0,,8.0,0.0,0.12,-0.2,-0.2,72.0,85.0,84.7,1299.0,480.0,40.0,42.0,95.2,23.0,27.0,85.2,9.0,14.0,64.3,0.0,0.0,0.0,10.0,0.0,0.0,2.0,81.0,4.0,1.0,0.0,3.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,1,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0.0,0.0,0,8.0,8.0,3.0,72.7,105.0,53.8,105.0,2,0,,2,2.0,3.0,2.0,1.0,0.43,0.43,2.7,2.5,0.2,0.09,0.45,105.0,16.0,49.0,51.0,6.0,3.0,105.0,0.0,0.0,,0.0,0.0,62.0,0.0
Shūichi Gonda,GK,Japan,1989,4,4,390,4.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,0.0,,0.0,0.0,68.0,113.0,60.2,1770.0,1301.0,20.0,20.0,100.0,32.0,33.0,97.0,16.0,59.0,27.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,73.0,39.0,13.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,1.0,0,1.0,1.0,0.0,100.0,98.0,100.0,98.0,4,0,,0,1.75,5.0,4.0,1.0,0.23,,5.0,5.7,-0.7,-0.17,-0.17,124.0,106.0,124.0,0.0,0.0,0.0,124.0,0.0,0.0,,0.0,0.0,49.0,0.0
Silvan Widmer,DF,Switzerland,1993,3,3,265,2.9,0,1,0,0,0,1,0,0.0,0.34,0.34,0.0,0.34,0.0,0.0,0.8,0.9,0.01,0.29,0.3,0.01,0.3,1,0,0.0,0.34,0.0,0.0,,9.7,0.0,0.02,0.0,0.0,127.0,169.0,75.1,2070.0,814.0,62.0,70.0,88.6,53.0,70.0,75.7,10.0,20.0,50.0,0.9,0.2,2.0,12.0,3.0,2.0,10.0,137.0,31.0,3.0,0.0,0.0,2,28.0,0.0,0.0,0.0,0.0,1.0,4.0,10.0,6,9.0,1.0,0.0,6.0,6.0,100.0,0.0,3.0,0.0,3.0,2,12.0,15.0,0.0,5.0,1.7,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.34,1.0,0.0,0.0,0.0,0.0,0.0,0,4,2,0,0.0,0.0,0,13.0,3.0,1.0,75.0,88.0,73.6,88.0,2,0,,0,2.0,4.0,3.0,1.0,0.34,5.08,4.4,2.8,1.6,0.55,1.79,208.0,13.0,67.0,95.0,47.0,6.0,208.0,1.0,2.0,50.0,5.0,6.0,126.0,8.0
Sofiane Boufal,FW,Morocco,1993,7,7,475,5.3,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.6,0.05,0.06,0.11,0.05,0.11,7,1,14.3,1.33,0.19,0.0,0.0,21.0,0.0,0.04,-0.3,-0.3,99.0,133.0,74.4,1645.0,469.0,58.0,71.0,81.7,25.0,36.0,69.4,12.0,17.0,70.6,0.5,-0.3,4.0,10.0,6.0,2.0,14.0,130.0,1.0,1.0,0.0,4.0,7,0.0,0.0,0.0,0.0,0.0,2.0,2.0,11.0,5,7.0,4.0,0.0,3.0,6.0,50.0,3.0,9.0,0.0,9.0,2,13.0,1.0,0.0,15.0,2.84,12.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,14,2,0.0,0.0,0,20.0,3.0,7.0,30.0,68.0,72.0,68.0,0,0,,0,1.57,4.0,4.0,0.0,0.0,-0.49,3.3,4.4,-1.1,-0.21,-0.35,199.0,3.0,31.0,95.0,77.0,11.0,199.0,14.0,27.0,51.9,14.0,5.0,144.0,14.0
Sofyan Amrabat,MF,Morocco,1996,7,7,660,7.3,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.01,0.01,0.0,0.01,1,0,0.0,0.14,0.0,0.0,,28.8,0.0,0.03,0.0,0.0,269.0,322.0,83.5,4620.0,1365.0,114.0,129.0,88.4,123.0,136.0,90.4,24.0,36.0,66.7,0.1,-0.1,2.0,10.0,1.0,0.0,16.0,307.0,10.0,8.0,0.0,5.0,2,1.0,0.0,0.0,0.0,0.0,5.0,2.0,16.0,10,15.0,1.0,0.0,9.0,14.0,64.3,5.0,2.0,1.0,1.0,6,22.0,10.0,0.0,6.0,0.86,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,6,1,0.0,0.0,0,57.0,2.0,3.0,40.0,94.0,100.0,94.0,7,0,,0,1.57,6.0,5.0,1.0,0.14,,6.6,7.4,-0.8,-0.12,-0.12,383.0,23.0,143.0,225.0,18.0,0.0,383.0,0.0,5.0,0.0,9.0,3.0,240.0,0.0
Son Heung-min,FW,Korea Republic,1992,4,4,360,4.0,0,1,0,0,0,0,0,0.0,0.25,0.25,0.0,0.25,0.4,0.4,1.0,1.4,0.11,0.24,0.35,0.11,0.35,9,3,33.3,2.25,0.75,0.0,0.0,18.8,0.0,0.05,-0.4,-0.4,77.0,115.0,67.0,1199.0,263.0,41.0,46.0,89.1,26.0,37.0,70.3,7.0,21.0,33.3,0.7,0.0,7.0,1.0,3.0,1.0,3.0,92.0,22.0,1.0,1.0,2.0,21,1.0,18.0,6.0,9.0,0.0,1.0,6.0,5.0,2,4.0,1.0,0.0,4.0,4.0,100.0,0.0,2.0,0.0,2.0,2,7.0,0.0,1.0,16.0,4.0,6.0,6.0,1.0,2.0,1.0,0.0,2.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0,1,6,2,0.0,0.0,0,16.0,0.0,2.0,0.0,90.0,100.0,90.0,4,0,,0,1.0,5.0,8.0,-3.0,-0.75,,4.6,7.1,-2.5,-0.63,,158.0,2.0,19.0,43.0,98.0,19.0,158.0,3.0,15.0,20.0,8.0,6.0,107.0,25.0
Steven Berghuis,MF,Netherlands,1991,4,1,200,2.2,0,1,0,0,0,1,0,0.0,0.45,0.45,0.0,0.45,0.3,0.3,0.1,0.3,0.13,0.04,0.17,0.13,0.17,5,0,0.0,2.25,0.0,0.0,,22.5,1.0,0.05,-0.3,-0.3,97.0,131.0,74.0,1789.0,507.0,41.0,51.0,80.4,33.0,44.0,75.0,17.0,24.0,70.8,0.2,0.9,2.0,17.0,2.0,1.0,8.0,121.0,10.0,6.0,0.0,1.0,13,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1,1.0,0.0,1.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,0,2.0,0.0,0.0,3.0,1.59,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.53,1.0,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0.0,0.0,0,8.0,1.0,2.0,33.3,50.0,41.7,78.0,0,3,41.0,1,2.0,2.0,1.0,1.0,0.45,-1.16,0.8,2.0,-1.2,-0.66,-0.59,141.0,0.0,10.0,84.0,49.0,2.0,141.0,1.0,4.0,25.0,1.0,1.0,109.0,11.0
Steven Bergwijn,FW,Netherlands,1997,4,3,213,2.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.21,0.0,0.21,0.21,0.21,2,0,0.0,0.85,0.0,0.0,,15.5,0.0,0.25,-0.5,-0.5,64.0,72.0,88.9,679.0,79.0,46.0,51.0,90.2,10.0,11.0,90.9,2.0,3.0,66.7,0.3,0.0,0.0,2.0,1.0,0.0,2.0,71.0,1.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0,1.0,0.0,0.0,2.0,0.85,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,0,4.0,0.0,0.0,,53.0,44.4,56.0,0,1,45.0,1,2.0,2.0,2.0,0.0,0.0,-2.02,1.8,2.5,-0.7,-0.3,-0.05,85.0,0.0,5.0,45.0,36.0,4.0,85.0,1.0,4.0,25.0,4.0,2.0,74.0,22.0
Steven Vitória,DF,Canada,1987,3,3,270,3.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,0.0,,0.0,0.0,160.0,186.0,86.0,2837.0,1119.0,77.0,83.0,92.8,66.0,70.0,94.3,16.0,30.0,53.3,0.0,0.0,0.0,8.0,0.0,0.0,8.0,182.0,4.0,4.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3,1.0,2.0,0.0,3.0,3.0,100.0,0.0,4.0,2.0,2.0,0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,5,0,0.0,0.0,0,18.0,4.0,2.0,66.7,90.0,100.0,90.0,3,0,,0,0.0,2.0,7.0,-5.0,-1.67,,4.2,3.9,0.3,0.11,,203.0,14.0,85.0,117.0,1.0,0.0,203.0,0.0,1.0,0.0,1.0,1.0,142.0,0.0
