player,position,team,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_assist,npxg_xg_assist,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,miscontrols,dispossessed,passes_received,progressive_passes_received
Kim Min-jae,DF,Korea Republic,1996,3,3,269,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.03,0.0,0.03,0.03,0.03,2,0,0.0,0.67,0.0,0.0,,8.2,0.0,0.05,-0.1,-0.1,167.0,191.0,87.4,3337.0,1234.0,60.0,65.0,92.3,85.0,90.0,94.4,20.0,29.0,69.0,0.1,0.0,0.0,19.0,1.0,0.0,10.0,190.0,0.0,0.0,0.0,6.0,1,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1,2.0,0.0,0.0,1.0,1.0,100.0,0.0,5.0,1.0,4.0,2,4.0,8.0,0.0,1.0,0.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,14.0,10.0,1.0,90.9,90.0,74.7,90.0,2,0,,1,0.33,3.0,7.0,-4.0,-1.34,-2.33,2.8,5.8,-3.0,-1.02,-1.53,213.0,29.0,91.0,102.0,21.0,3.0,213.0,1.0,1.0,100.0,1.0,0.0,153.0,1.0
Kim Moonhwan,DF,Korea Republic,1995,4,4,360,4.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.15,0.15,0.0,0.15,0,0,,0.0,0.0,,,,0.0,,0.0,0.0,201.0,242.0,83.1,3226.0,1077.0,109.0,117.0,93.2,73.0,93.0,78.5,14.0,19.0,73.7,0.3,-0.6,3.0,14.0,5.0,3.0,8.0,197.0,45.0,2.0,0.0,0.0,15,43.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,4,6.0,2.0,1.0,5.0,6.0,83.3,1.0,3.0,1.0,2.0,4,13.0,16.0,0.0,7.0,1.75,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,0,16.0,6.0,3.0,66.7,90.0,100.0,90.0,4,0,,0,1.0,5.0,8.0,-3.0,-0.75,,4.6,7.1,-2.5,-0.63,,289.0,17.0,76.0,118.0,96.0,5.0,289.0,2.0,4.0,50.0,6.0,2.0,157.0,13.0
Kim Seung-gyu,GK,Korea Republic,1990,4,4,360,4.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,0.0,,0.0,0.0,93.0,128.0,72.7,2291.0,1407.0,23.0,23.0,100.0,45.0,45.0,100.0,25.0,59.0,42.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,85.0,43.0,14.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2,2.0,2.0,0.0,1.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,5.0,0.0,2.0,0.0,90.0,100.0,90.0,4,0,,0,1.0,5.0,8.0,-3.0,-0.75,,4.6,7.1,-2.5,-0.63,,139.0,109.0,139.0,0.0,0.0,0.0,139.0,0.0,0.0,,0.0,0.0,60.0,0.0
Kim Young-gwon,DF,Korea Republic,1990,4,4,350,3.9,1,0,1,0,0,1,0,0.26,0.0,0.26,0.26,0.26,0.8,0.8,0.2,0.9,0.19,0.05,0.24,0.19,0.24,2,1,50.0,0.51,0.26,0.5,1.0,10.9,0.0,0.38,0.2,0.2,178.0,209.0,85.2,3954.0,1720.0,61.0,65.0,93.8,82.0,87.0,94.3,35.0,56.0,62.5,0.1,-0.2,3.0,17.0,4.0,1.0,18.0,201.0,7.0,7.0,0.0,7.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2,3.0,0.0,0.0,1.0,2.0,50.0,1.0,3.0,2.0,1.0,3,6.0,11.0,0.0,5.0,1.29,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2,0,0.0,0.0,0,13.0,6.0,2.0,75.0,88.0,97.2,88.0,3,0,,0,1.0,4.0,8.0,-4.0,-1.03,-10.03,3.9,7.1,-3.2,-0.81,-6.52,232.0,27.0,119.0,107.0,6.0,3.0,232.0,0.0,0.0,,0.0,0.0,172.0,0.0
Ko Itakura,DF,Japan,1997,3,3,270,3.0,0,1,0,0,0,2,0,0.0,0.33,0.33,0.0,0.33,0.2,0.2,0.1,0.2,0.05,0.03,0.08,0.05,0.08,3,1,33.3,1.0,0.33,0.0,0.0,14.6,0.0,0.05,-0.2,-0.2,98.0,111.0,88.3,1860.0,494.0,32.0,35.0,91.4,55.0,59.0,93.2,11.0,15.0,73.3,0.0,0.9,1.0,7.0,0.0,0.0,1.0,109.0,2.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,5,4.0,4.0,1.0,3.0,4.0,75.0,1.0,1.0,0.0,1.0,4,13.0,16.0,0.0,2.0,0.67,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.33,0.0,1.0,0.0,0.0,0.0,0.0,0,5,0,0,0.0,0.0,0,13.0,0.0,2.0,0.0,90.0,69.2,90.0,3,0,,0,2.0,4.0,3.0,1.0,0.33,0.33,3.8,4.2,-0.4,-0.14,0.04,150.0,20.0,63.0,80.0,9.0,5.0,150.0,0.0,2.0,0.0,4.0,1.0,91.0,1.0
Krystian Bielik,MF,Poland,1998,4,2,216,2.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.07,0.0,0.07,0.07,0.07,2,0,0.0,0.83,0.0,0.0,,15.8,0.0,0.09,-0.2,-0.2,86.0,99.0,86.9,1621.0,440.0,35.0,38.0,92.1,37.0,38.0,97.4,12.0,17.0,70.6,0.1,0.0,0.0,5.0,1.0,0.0,5.0,96.0,3.0,3.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3,1.0,3.0,1.0,2.0,4.0,50.0,2.0,1.0,0.0,1.0,5,10.0,6.0,0.0,1.0,0.42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,4,0,0.0,1.0,0,10.0,6.0,4.0,60.0,54.0,60.0,76.0,1,2,33.0,0,1.0,3.0,3.0,0.0,0.0,1.25,3.8,4.8,-1.0,-0.41,0.69,129.0,13.0,45.0,75.0,10.0,2.0,129.0,1.0,3.0,33.3,1.0,3.0,77.0,0.0
Krépin Diatta,FW,Senegal,1999,3,3,181,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.06,0.09,0.16,0.06,0.16,3,1,33.3,1.49,0.5,0.0,0.0,16.5,0.0,0.04,-0.1,-0.1,60.0,73.0,82.2,786.0,241.0,43.0,46.0,93.5,8.0,15.0,53.3,4.0,5.0,80.0,0.2,-0.2,3.0,3.0,3.0,1.0,6.0,71.0,1.0,0.0,0.0,1.0,4,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,4.0,1.99,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,2,2,0.0,0.0,0,11.0,2.0,1.0,66.7,60.0,50.3,60.0,0,0,,1,1.0,2.0,2.0,0.0,0.0,1.01,1.4,1.3,0.1,0.05,-0.41,88.0,0.0,5.0,34.0,51.0,2.0,88.0,1.0,3.0,33.3,7.0,7.0,76.0,4.0
Kudus Mohammed,FW,Ghana,2000,3,3,247,2.7,2,0,2,0,0,1,0,0.73,0.0,0.73,0.73,0.73,0.8,0.8,0.0,0.8,0.3,0.0,0.3,0.3,0.3,8,4,50.0,2.91,1.46,0.25,0.5,21.8,0.0,0.1,1.2,1.2,62.0,87.0,71.3,1060.0,233.0,28.0,38.0,73.7,23.0,27.0,85.2,9.0,14.0,64.3,0.1,0.0,0.0,4.0,0.0,0.0,5.0,78.0,8.0,4.0,1.0,1.0,6,1.0,1.0,1.0,0.0,0.0,1.0,3.0,5.0,4,3.0,0.0,2.0,1.0,2.0,50.0,1.0,4.0,0.0,4.0,1,6.0,0.0,0.0,5.0,1.82,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,5,1,1.0,0.0,0,22.0,0.0,4.0,0.0,82.0,91.5,82.0,0,0,,0,1.0,4.0,5.0,-1.0,-0.36,3.55,3.6,4.6,-0.9,-0.33,1.68,118.0,0.0,19.0,45.0,59.0,6.0,118.0,10.0,15.0,66.7,4.0,6.0,76.0,13.0
Kye Rowles,DF,Australia,1998,4,4,360,4.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,0.0,,0.0,0.0,165.0,187.0,88.2,3062.0,1025.0,49.0,52.0,94.2,96.0,105.0,91.4,14.0,18.0,77.8,0.0,0.0,0.0,2.0,0.0,0.0,1.0,180.0,6.0,5.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,2,5.0,3.0,0.0,4.0,7.0,57.1,3.0,9.0,7.0,2.0,7,15.0,16.0,1.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2,0,0.0,0.0,0,12.0,4.0,2.0,66.7,90.0,100.0,90.0,4,0,,0,1.5,4.0,6.0,-2.0,-0.5,,2.3,7.2,-4.9,-1.23,,231.0,43.0,170.0,59.0,2.0,0.0,231.0,0.0,0.0,,1.0,0.0,147.0,0.0
Kyle Walker,DF,England,1990,3,3,236,2.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,0.0,,0.0,0.0,162.0,181.0,89.5,3151.0,837.0,65.0,68.0,95.6,76.0,83.0,91.6,20.0,28.0,71.4,0.1,0.0,0.0,11.0,2.0,0.0,12.0,154.0,27.0,6.0,0.0,4.0,2,21.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,2.0,1.0,0.0,3.0,5.0,60.0,2.0,2.0,0.0,2.0,3,6.0,3.0,0.0,3.0,1.14,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,3,0,0.0,0.0,0,10.0,4.0,2.0,66.7,79.0,52.4,79.0,2,0,,2,2.0,6.0,2.0,4.0,1.53,-0.58,4.6,1.9,2.8,1.05,0.27,198.0,3.0,54.0,120.0,27.0,0.0,198.0,2.0,3.0,66.7,1.0,0.0,129.0,1.0
Kylian Mbappé,FW,France,1998,7,6,598,6.6,8,2,6,2,2,0,0,1.2,0.3,1.51,0.9,1.2,5.2,3.6,1.3,5.0,0.82,0.21,1.03,0.57,0.79,29,11,37.9,4.36,1.66,0.21,0.55,17.1,1.0,0.13,2.8,2.4,173.0,229.0,75.5,2567.0,645.0,110.0,123.0,89.4,48.0,61.0,78.7,12.0,25.0,48.0,1.3,0.7,11.0,16.0,8.0,2.0,16.0,216.0,13.0,3.0,3.0,2.0,25,4.0,5.0,3.0,0.0,0.0,0.0,14.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,46.0,7.29,28.0,1.0,7.0,8.0,2.0,0.0,11.0,1.74,7.0,0.0,0.0,4.0,0.0,0.0,0,7,7,6,0.0,0.0,0,20.0,1.0,4.0,20.0,85.0,90.6,95.0,6,1,28.0,0,2.29,16.0,7.0,9.0,1.35,2.81,13.6,9.6,4.0,0.64,0.93,325.0,0.0,8.0,98.0,225.0,61.0,323.0,25.0,52.0,48.1,21.0,10.0,262.0,58.0
Lautaro Martínez,FW,Argentina,1997,6,2,241,2.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.8,1.8,0.0,1.9,0.86,0.02,0.87,0.86,0.87,14,4,28.6,5.23,1.49,0.0,0.0,12.6,0.0,0.13,-1.8,-1.8,46.0,62.0,74.2,567.0,21.0,32.0,39.0,82.1,11.0,15.0,73.3,1.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,53.0,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1,1.0,0.0,0.0,7.0,3.26,3.0,0.0,0.0,4.0,0.0,0.0,1.0,0.47,0.0,0.0,0.0,1.0,0.0,0.0,0,1,5,5,0.0,0.0,0,13.0,6.0,6.0,50.0,40.0,34.9,76.0,1,4,22.0,1,1.83,2.0,6.0,-4.0,-1.49,-3.7,5.6,2.4,3.1,1.45,0.11,96.0,1.0,7.0,43.0,46.0,17.0,96.0,2.0,5.0,40.0,9.0,6.0,74.0,21.0
Lawrence Ati-Zigi,GK,Ghana,1996,3,3,270,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,0.0,,0.0,0.0,54.0,78.0,69.2,1547.0,1137.0,10.0,10.0,100.0,30.0,30.0,100.0,14.0,38.0,36.8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,39.0,39.0,8.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,3.0,0.0,0.0,,90.0,100.0,90.0,3,0,,0,1.0,5.0,7.0,-2.0,-0.67,,4.1,5.6,-1.4,-0.48,,87.0,79.0,87.0,0.0,0.0,0.0,87.0,0.0,0.0,,0.0,0.0,23.0,0.0
Leandro Paredes,MF,Argentina,1994,5,2,225,2.5,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.02,0.03,0.01,0.03,1,1,100.0,0.4,0.4,0.0,0.0,30.6,0.0,0.03,0.0,0.0,230.0,246.0,93.5,3700.0,1333.0,109.0,113.0,96.5,104.0,110.0,94.5,12.0,16.0,75.0,0.1,0.0,2.0,18.0,1.0,0.0,13.0,233.0,12.0,11.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,4,4.0,6.0,0.0,3.0,4.0,75.0,1.0,0.0,0.0,0.0,3,13.0,4.0,0.0,7.0,3.58,5.0,1.0,0.0,0.0,1.0,0.0,2.0,1.02,1.0,0.0,0.0,0.0,1.0,0.0,0,6,5,0,1.0,0.0,0,19.0,4.0,0.0,100.0,45.0,32.6,60.0,0,3,35.0,2,1.6,6.0,5.0,1.0,0.4,-0.76,6.6,1.9,4.7,2.42,1.4,269.0,6.0,48.0,199.0,23.0,0.0,269.0,0.0,1.0,0.0,1.0,0.0,204.0,1.0
Lee Jae-sung,MF,Korea Republic,1992,3,3,211,2.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.02,0.03,0.01,0.03,1,0,0.0,0.43,0.0,0.0,,26.8,0.0,0.02,0.0,0.0,84.0,97.0,86.6,1285.0,170.0,41.0,49.0,83.7,35.0,37.0,94.6,6.0,7.0,85.7,0.1,0.0,2.0,4.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2,1.0,2.0,2.0,1.0,8.0,12.5,7.0,3.0,0.0,3.0,3,8.0,2.0,0.0,4.0,1.71,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,0.0,0.0,0,7.0,3.0,4.0,42.9,70.0,58.6,70.0,0,0,,1,1.33,1.0,5.0,-4.0,-1.71,-2.31,1.7,4.9,-3.2,-1.36,-1.77,116.0,3.0,18.0,59.0,40.0,1.0,116.0,2.0,3.0,66.7,2.0,0.0,83.0,9.0
Lionel Messi,FW,Argentina,1987,7,7,690,7.7,7,3,3,4,5,1,0,0.91,0.39,1.3,0.39,0.78,6.6,2.6,2.5,5.1,0.94,0.36,1.3,0.38,0.74,27,13,48.1,3.52,1.7,0.11,0.23,21.0,3.0,0.1,0.4,0.4,301.0,372.0,80.9,4538.0,1554.0,171.0,183.0,93.4,93.0,110.0,84.5,27.0,47.0,57.4,2.0,0.5,21.0,38.0,18.0,0.0,49.0,323.0,45.0,19.0,3.0,4.0,20,0.0,20.0,6.0,11.0,0.0,4.0,13.0,5.0,3,1.0,3.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0,5.0,0.0,0.0,43.0,6.14,28.0,5.0,3.0,1.0,5.0,1.0,5.0,0.71,4.0,0.0,1.0,0.0,0.0,0.0,0,10,22,3,1.0,0.0,0,22.0,2.0,7.0,22.2,99.0,100.0,99.0,7,0,,0,2.0,15.0,8.0,7.0,0.91,,15.2,4.6,10.6,1.51,1.51,460.0,1.0,21.0,208.0,239.0,38.0,455.0,15.0,34.0,44.1,13.0,24.0,378.0,33.0
Lisandro Martínez,DF,Argentina,1998,5,2,303,3.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.8,0.04,0.21,0.25,0.04,0.25,1,0,0.0,0.3,0.0,0.0,,10.1,0.0,0.12,-0.1,-0.1,133.0,156.0,85.3,2311.0,821.0,63.0,70.0,90.0,57.0,64.0,89.1,13.0,21.0,61.9,0.0,-0.7,1.0,11.0,1.0,0.0,6.0,146.0,9.0,8.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2,4.0,2.0,0.0,2.0,2.0,100.0,0.0,3.0,1.0,2.0,3,9.0,14.0,0.0,2.0,0.59,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,3,0,0.0,0.0,0,6.0,3.0,3.0,50.0,61.0,43.9,101.0,1,3,34.0,2,2.0,6.0,3.0,3.0,0.89,-0.04,5.1,1.5,3.6,1.06,-0.57,188.0,17.0,83.0,94.0,12.0,1.0,188.0,0.0,1.0,0.0,1.0,0.0,123.0,0.0
Lucas Paquetá,MF,Brazil,1997,4,4,314,3.5,1,1,1,0,0,0,0,0.29,0.29,0.57,0.29,0.57,0.8,0.8,1.5,2.3,0.24,0.43,0.67,0.24,0.67,4,4,100.0,1.15,1.15,0.25,0.25,11.7,0.0,0.21,0.2,0.2,169.0,202.0,83.7,2578.0,622.0,81.0,93.0,87.1,69.0,77.0,89.6,10.0,15.0,66.7,0.6,-0.5,6.0,16.0,9.0,1.0,15.0,193.0,8.0,2.0,0.0,0.0,4,6.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,5,5.0,1.0,1.0,2.0,5.0,40.0,3.0,5.0,1.0,4.0,2,9.0,4.0,0.0,9.0,2.58,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.29,1.0,0.0,0.0,0.0,0.0,0.0,0,4,2,0,0.0,0.0,0,13.0,3.0,2.0,60.0,79.0,65.4,79.0,1,0,,1,2.5,7.0,1.0,6.0,1.72,2.26,8.6,1.1,7.5,2.14,0.81,229.0,3.0,31.0,131.0,68.0,6.0,229.0,0.0,2.0,0.0,5.0,4.0,175.0,17.0
Luis Chávez,MF,Mexico,1996,3,3,270,3.0,1,0,1,0,0,0,0,0.33,0.0,0.33,0.33,0.33,0.3,0.3,0.5,0.7,0.1,0.15,0.25,0.1,0.25,10,4,40.0,3.33,1.33,0.1,0.25,31.4,4.0,0.03,0.7,0.7,99.0,139.0,71.2,2026.0,724.0,45.0,57.0,78.9,34.0,46.0,73.9,18.0,32.0,56.3,0.8,-0.5,4.0,21.0,2.0,2.0,11.0,118.0,20.0,8.0,2.0,5.0,19,0.0,12.0,6.0,5.0,0.0,1.0,1.0,1.0,0,0.0,1.0,0.0,1.0,4.0,25.0,3.0,6.0,0.0,6.0,1,2.0,3.0,0.0,14.0,4.67,7.0,3.0,1.0,2.0,1.0,0.0,1.0,0.33,0.0,1.0,0.0,0.0,0.0,0.0,0,3,8,0,0.0,0.0,0,15.0,5.0,5.0,50.0,90.0,100.0,90.0,3,0,,0,1.33,2.0,3.0,-1.0,-0.33,,3.3,2.4,0.9,0.3,,171.0,3.0,21.0,97.0,54.0,1.0,171.0,2.0,6.0,33.3,1.0,2.0,105.0,2.0
Luka Modrić,MF,Croatia,1985,7,7,653,7.3,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.7,1.1,0.06,0.11,0.16,0.06,0.16,6,4,66.7,0.83,0.55,0.0,0.0,21.1,0.0,0.06,-0.4,-0.4,465.0,551.0,84.4,7825.0,2857.0,229.0,244.0,93.9,173.0,202.0,85.6,45.0,71.0,63.4,0.8,-0.7,6.0,51.0,10.0,3.0,61.0,497.0,53.0,33.0,0.0,7.0,33,0.0,19.0,7.0,5.0,0.0,1.0,10.0,16.0,10,4.0,11.0,1.0,7.0,14.0,50.0,7.0,4.0,2.0,2.0,10,26.0,3.0,0.0,21.0,3.03,14.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,15,1,0.0,0.0,0,51.0,3.0,4.0,42.9,93.0,94.6,93.0,4,0,,0,1.43,7.0,7.0,0.0,0.0,-2.43,6.0,10.6,-4.6,-0.67,-1.45,615.0,8.0,90.0,395.0,141.0,11.0,615.0,6.0,16.0,37.5,12.0,7.0,447.0,16.0
Luke Shaw,DF,England,1995,5,5,424,4.7,0,1,0,0,0,0,0,0.0,0.21,0.21,0.0,0.21,0.1,0.1,0.8,0.9,0.02,0.17,0.19,0.02,0.19,3,1,33.3,0.64,0.21,0.0,0.0,23.1,1.0,0.03,-0.1,-0.1,335.0,400.0,83.8,5392.0,1662.0,165.0,179.0,92.2,144.0,159.0,90.6,20.0,41.0,48.8,0.9,0.2,8.0,23.0,9.0,4.0,31.0,347.0,52.0,15.0,0.0,1.0,22,33.0,4.0,1.0,3.0,0.0,1.0,8.0,3.0,1,1.0,0.0,2.0,1.0,2.0,50.0,1.0,2.0,0.0,2.0,4,7.0,5.0,0.0,13.0,2.76,10.0,2.0,1.0,0.0,0.0,0.0,3.0,0.64,2.0,1.0,0.0,0.0,0.0,0.0,0,5,4,0,0.0,0.0,0,21.0,3.0,9.0,25.0,85.0,94.2,85.0,4,0,,0,2.0,12.0,4.0,8.0,1.7,-1.76,7.5,3.8,3.6,0.77,-2.61,419.0,6.0,67.0,248.0,107.0,8.0,419.0,2.0,2.0,100.0,5.0,2.0,306.0,13.0
Majid Hosseini,DF,IR Iran,1996,3,3,270,3.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,,0.0,,0.0,0.0,86.0,106.0,81.1,1791.0,524.0,28.0,33.0,84.8,42.0,47.0,89.4,14.0,21.0,66.7,0.0,0.0,0.0,3.0,0.0,0.0,3.0,100.0,6.0,4.0,0.0,2.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,4,6.0,1.0,0.0,6.0,9.0,66.7,3.0,3.0,2.0,1.0,6,13.0,11.0,0.0,1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1,1,0.0,0.0,0,22.0,6.0,4.0,60.0,90.0,100.0,90.0,3,0,,0,1.0,4.0,7.0,-3.0,-1.0,,3.2,4.2,-0.9,-0.32,,137.0,25.0,91.0,47.0,0.0,0.0,137.0,0.0,0.0,,1.0,1.0,61.0,0.0
Manuel Akanji,DF,Switzerland,1995,4,4,360,4.0,1,0,1,0,0,1,0,0.25,0.0,0.25,0.25,0.25,1.1,1.1,0.1,1.2,0.28,0.03,0.3,0.28,0.3,4,1,25.0,1.0,0.25,0.25,1.0,12.3,1.0,0.28,-0.1,-0.1,229.0,259.0,88.4,4725.0,1829.0,71.0,78.0,91.0,124.0,134.0,92.5,32.0,42.0,76.2,0.1,-0.1,1.0,15.0,0.0,0.0,14.0,246.0,12.0,9.0,0.0,6.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2,2.0,0.0,2.0,3.0,4.0,75.0,1.0,4.0,3.0,1.0,3,7.0,12.0,0.0,2.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1,0,0.0,0.0,0,18.0,9.0,2.0,81.8,90.0,100.0,90.0,4,0,,0,1.5,5.0,9.0,-4.0,-1.0,,5.6,5.3,0.3,0.08,,287.0,41.0,143.0,135.0,10.0,5.0,287.0,0.0,0.0,,0.0,1.0,214.0,1.0
