player,TD,Z1D,Z2D,Z3D,Z4D,Z5D,HSR_count,sprint_count,max_speed,match_date,jersey_number,position,team_name,is_starting,substitute_time,total_playing_time,total_match_time
MUSIALA JAMAL,10881.3,3391.7,4492.9,1809.6,1002.2,185.0,168.0,76.0,32.4,2022-11-27,14.0,MF,Germany,True,0.0,90.0,90.0
SUELE NIKIAS,10261.2,3531.9,4732.4,1263.1,514.1,219.6,109.0,40.0,31.7,2022-11-27,0.0,0,0,0,0.0,0.0,0.0
GUENDOGAN LLKAY,8596.1,2172.2,4099.5,1735.6,533.0,55.9,139.0,41.0,27.0,2022-11-27,0.0,0,0,0,0.0,0.0,0.0
FUELLKRUG NICIAS,2909.2,876.3,1285.3,466.3,243.2,38.1,42.0,15.0,28.2,2022-11-27,0.0,0,0,0,0.0,0.0,0.0
KLOSTERMANN LUKAS,2772.8,892.0,1198.4,439.2,152.5,90.9,31.0,12.0,31.0,2022-11-27,16.0,DF,Germany,False,0.0,0.0,90.0
HOFMANN JONAS,1537.0,291.0,754.7,260.7,189.5,41.3,19.0,13.0,29.5,2022-11-27,18.0,MF,Germany,False,0.0,0.0,90.0
SANE LEROY,3076.9,905.5,1044.3,606.5,339.1,181.2,46.0,22.0,31.7,2022-11-27,19.0,FW,Germany,False,70.0,20.0,90.0
SCHLOTTERBECK NICO,1136.3,295.0,432.5,246.5,95.2,67.2,18.0,6.0,32.0,2022-11-27,23.0,DF,Germany,False,0.0,0.0,90.0
SIMON UNAI,4952.6,3639.1,1106.9,158.0,48.0,0.0,19.0,6.0,24.3,2022-11-27,23.0,GK,Spain,True,0.0,90.0,90.0
BUSQUETS SERGIO,10769.0,3082.1,5637.6,1635.8,396.3,17.2,122.0,31.0,27.7,2022-11-27,5.0,MF,Spain,True,44.0,44.0,90.0
GAVI,8034.3,2386.2,3585.7,1270.2,556.0,236.2,111.0,47.0,32.2,2022-11-27,9.0,MF,Spain,True,66.0,66.0,90.0
ASENSIO MARCO,8322.8,2509.3,3573.0,1408.2,678.3,154.0,104.0,45.0,31.8,2022-11-27,10.0,FW,Spain,True,66.0,66.0,90.0
TORRES FERRAN,5879.4,2109.5,2089.5,1013.6,412.1,254.0,92.0,34.0,31.4,2022-11-27,11.0,FW,Spain,True,54.0,54.0,90.0
RODRI,10470.4,3288.7,4856.2,1494.1,645.0,186.4,127.0,44.0,31.5,2022-11-27,16.0,MF,Spain,True,0.0,90.0,90.0
ALBA JORDI,8885.7,3284.1,3580.9,1078.7,612.2,329.7,95.0,54.0,32.9,2022-11-27,18.0,DF,Spain,True,82.0,82.0,90.0
CARVAJAL DANI,10122.3,3544.8,4017.6,1662.1,693.4,204.5,137.0,58.0,29.5,2022-11-27,20.0,DF,Spain,True,0.0,90.0,90.0
OLMO DANI,9749.6,3229.1,3824.8,1593.1,767.3,334.4,152.0,63.0,32.1,2022-11-27,21.0,FW,Spain,True,0.0,90.0,90.0
LAPORTE AYMERIC,9845.6,3446.9,4384.2,1408.9,483.4,122.1,113.0,41.0,31.2,2022-11-27,24.0,DF,Spain,True,0.0,90.0,90.0
PEDRI,12196.3,3021.0,5961.5,2425.8,611.0,176.8,192.0,52.0,30.5,2022-11-27,26.0,MF,Spain,True,0.0,90.0,90.0
MORATA ALVARO,4880.6,1615.0,1998.6,606.2,371.9,288.9,53.0,27.0,31.8,2022-11-27,7.0,FW,Spain,False,54.0,36.0,90.0
KOKE,3838.5,917.0,1580.3,956.6,360.8,23.8,73.0,22.0,26.5,2022-11-27,8.0,MF,Spain,False,66.0,24.0,90.0
WILLIAMS NICO,3234.2,996.1,1257.8,540.4,219.3,220.6,47.0,21.0,35.6,2022-11-27,12.0,FW,Spain,False,66.0,24.0,90.0
BALDE ALEJANDRO,1470.7,414.0,523.0,305.0,118.8,109.9,24.0,12.0,30.5,2022-11-27,14.0,DF,Spain,False,82.0,8.0,90.0
ONANA ANDRE,4532.6,3093.5,1181.2,209.9,38.1,10.4,22.0,5.0,27.1,2022-11-24,23.0,GK,Cameroon,True,0.0,90.0,90.0
NKOULOU NICOLAS,9815.5,3679.8,4350.2,1245.6,456.4,82.5,118.0,38.0,30.3,2022-11-24,3.0,DF,Cameroon,True,0.0,90.0,90.0
ZAMBO ANGUISSA ANDRE-FRANK,11552.9,4005.4,4542.6,2218.2,561.5,225.3,170.0,46.0,30.6,2022-11-24,8.0,MF,Cameroon,True,74.0,74.0,90.0
TOKO EKAMBI KARL,8022.7,3183.4,2945.1,1014.9,577.6,301.7,96.0,47.0,34.9,2022-11-24,12.0,FW,Cameroon,True,74.0,74.0,90.0
CHOUPO-MOTING ERIC MAXIM,7607.5,3290.2,2926.6,1003.4,324.1,63.9,82.0,20.0,32.1,2022-11-24,13.0,FW,Cameroon,True,0.0,90.0,90.0
OUM GOUET SAMUEL,10462.7,3674.5,4565.9,1632.2,468.7,120.3,137.0,31.0,29.2,2022-11-24,14.0,MF,Cameroon,True,0.0,90.0,90.0
HONGLA MARTIN,8370.3,3040.1,3128.0,1519.2,506.4,176.6,129.0,35.0,30.8,2022-11-24,18.0,MF,Cameroon,True,68.0,68.0,90.0
FAI COLLINS,9983.2,3944.4,3893.4,1182.0,669.9,292.5,112.0,53.0,32.6,2022-11-24,2.0,DF,Cameroon,True,81.0,81.0,90.0
MBEUMO BRYAN,9556.6,2831.6,4297.6,1513.8,725.3,189.2,141.0,59.0,34.4,2022-11-24,20.0,FW,Cameroon,True,81.0,81.0,90.0
CASTELLETTO JEAN-CHARLES,9687.7,3864.4,4021.4,1041.4,573.5,187.0,103.0,41.0,31.9,2022-11-24,0.0,0,0,0,0.0,0.0,0.0
TOLO NOUHOU,9991.3,3916.6,3801.7,1208.0,719.4,345.7,112.0,60.0,34.4,2022-11-24,25.0,DF,Cameroon,True,0.0,90.0,90.0
ONDOUA GAEL,3485.8,811.8,1863.2,526.7,257.6,26.5,45.0,17.0,28.6,2022-11-24,6.0,MF,Cameroon,False,68.0,22.0,90.0
MOUMI NGAMALEU NICOLAS,1901.5,606.8,732.1,343.2,176.5,43.2,26.0,14.0,29.6,2022-11-24,7.0,FW,Cameroon,False,81.0,9.0,90.0
NKOUDOU GEORGES-L<EVIN,2664.6,873.7,975.8,517.5,224.1,73.5,44.0,16.0,29.5,2022-11-24,0.0,0,0,0,0.0,0.0,0.0
ABOUBAKAR VINCENT,2287.0,889.4,1007.2,281.5,101.8,7.1,25.0,9.0,26.7,2022-11-24,10.0,FW,Cameroon,False,0.0,0.0,90.0
SOMMER YANN,4604.0,3776.6,777.6,35.9,13.8,0.0,5.0,1.0,26.8,2022-11-24,1.0,GK,Switzerland,True,0.0,90.0,90.0
WIDMER SILVAN,10648.3,3365.9,4746.0,1392.8,762.4,382.3,134.0,59.0,32.8,2022-11-24,3.0,DF,Switzerland,True,0.0,90.0,90.0
ELVEDI NICO,9736.1,3534.2,4681.1,971.7,411.8,136.3,100.0,37.0,32.8,2022-11-24,4.0,DF,Switzerland,True,64.0,64.0,90.0
AKANJI MANUEL,9798.5,3789.1,4191.8,1350.2,352.7,114.6,118.0,29.0,34.3,2022-11-24,5.0,DF,Switzerland,True,83.0,83.0,90.0
EMBOLO BREEL,7311.8,3070.9,2548.9,930.1,451.9,310.0,97.0,42.0,32.8,2022-11-24,7.0,FW,Switzerland,True,72.0,72.0,90.0
FREULER REMO,11744.1,3744.0,5412.9,1852.1,622.4,112.7,160.0,45.0,27.8,2022-11-24,8.0,MF,Switzerland,True,72.0,72.0,90.0
XHAKA GRANIT,11671.4,3266.8,5315.2,2034.3,855.5,199.6,175.0,54.0,31.5,2022-11-24,10.0,MF,Switzerland,True,0.0,90.0,90.0
RODRIGUEZ RICARDO,9150.2,3709.5,3575.0,1160.2,599.3,106.1,106.0,44.0,31.4,2022-11-24,13.0,DF,Switzerland,True,90.0,90.0,90.0
SOW DJIBRIL,9391.7,2278.4,4983.2,1368.4,624.5,137.1,120.0,44.0,31.3,2022-11-24,15.0,MF,Switzerland,True,71.0,71.0,90.0
VARGAS RUBEN,9835.1,3228.9,3918.3,1532.3,762.2,394.4,123.0,66.0,31.1,2022-11-24,17.0,DF,Switzerland,True,72.0,72.0,90.0
SHAQIRI XHERDAN,7984.3,2582.9,3687.1,1049.1,491.8,173.3,94.0,38.0,30.1,2022-11-24,23.0,MF,Switzerland,True,72.0,72.0,90.0
SEFEROVIC HARIS,2715.0,904.4,1125.4,384.7,201.7,98.8,41.0,19.0,31.0,2022-11-24,9.0,FW,Switzerland,False,72.0,18.0,90.0
COEMERT ERAY,675.7,272.0,326.7,58.8,18.2,0.0,6.0,2.0,22.1,2022-11-24,20.0,DF,Switzerland,False,90.0,0.0,90.0
OKAFOR NOAH,2811.9,826.1,1341.6,349.2,206.4,88.6,34.0,20.0,33.1,2022-11-24,19.0,FW,Switzerland,False,72.0,18.0,90.0
FREI FABIAN,3129.6,944.2,1527.5,454.1,175.9,27.5,45.0,14.0,27.0,2022-11-24,22.0,DF,Switzerland,False,71.0,19.0,90.0
RIEDER FABIAN,2049.7,559.0,997.2,233.1,147.8,112.5,24.0,13.0,30.2,2022-11-24,18.0,MF,Switzerland,False,81.0,9.0,90.0
RYAN MATHEW,6037.8,3777.2,2037.1,198.0,25.4,0.0,20.0,2.0,26.1,2022-11-26,1.0,GK,Australia,True,0.0,90.0,90.0
ROWLES KYE,10735.7,3575.0,5041.5,1262.5,643.1,213.6,116.0,47.0,31.0,2022-11-26,4.0,DF,Australia,True,0.0,90.0,90.0
KARACIC FRAN,8625.8,3273.5,3461.5,874.7,772.0,244.1,88.0,60.0,29.8,2022-11-26,5.0,DF,Australia,True,75.0,75.0,90.0
LECKIE MATHEW,10306.6,3203.3,4861.6,1119.3,844.1,277.2,114.0,74.0,32.0,2022-11-26,7.0,FW,Australia,True,85.0,85.0,90.0
MOOY AARON,11995.6,3668.3,5576.8,2035.7,586.6,128.4,154.0,47.0,31.3,2022-11-26,8.0,MF,Australia,True,0.0,90.0,90.0
MCGREE RILEY,8266.7,2127.0,4025.1,1235.0,681.2,197.6,116.0,57.0,33.0,2022-11-26,10.0,MF,Australia,True,64.0,64.0,90.0
DUKE MITCHELL,7898.4,2759.7,3351.3,1025.2,607.4,154.8,100.0,48.0,29.3,2022-11-26,15.0,FW,Australia,True,85.0,85.0,90.0
BEHICH AZIZ,10344.1,3904.9,4497.6,1246.5,432.4,261.7,123.0,33.0,31.9,2022-11-26,16.0,DF,Australia,True,0.0,90.0,90.0
SOUTTAR HARRY,9731.4,3811.8,4227.3,1105.5,472.9,114.8,97.0,37.0,33.7,2022-11-26,19.0,DF,Australia,True,0.0,90.0,90.0
IRVINE JACKSON,11941.9,3737.8,5292.6,2068.3,726.1,117.0,174.0,54.0,31.5,2022-11-26,22.0,MF,Australia,True,0.0,90.0,90.0
GOODWIN CRAIG,10340.8,3741.3,4276.9,1565.6,657.7,99.3,131.0,50.0,29.4,2022-11-26,23.0,FW,Australia,True,85.0,85.0,90.0
DEGENEK MILOS,2463.7,820.2,1190.5,269.5,118.0,65.5,23.0,9.0,30.7,2022-11-26,2.0,DF,Australia,False,75.0,15.0,90.0
MACLAREN JAMIE,4328.9,1105.6,1808.6,821.6,517.3,75.3,73.0,33.0,28.1,2022-11-26,9.0,FW,Australia,False,64.0,26.0,90.0
HRUSTIC AJDIN,4332.4,1236.9,1793.2,889.0,365.2,48.1,67.0,25.0,27.9,2022-11-26,13.0,MF,Australia,False,64.0,26.0,90.0
MABIL AWER,1696.1,396.2,650.6,307.3,170.8,171.1,28.0,11.0,33.2,2022-11-26,11.0,FW,Australia,False,85.0,5.0,90.0
BACCUS KEANU,1689.1,330.9,774.6,278.4,277.7,27.5,29.0,18.0,31.3,2022-11-26,26.0,MF,Australia,False,85.0,5.0,90.0
DAHMEN AYMEN,4135.6,3159.2,885.0,85.6,5.8,0.0,12.0,1.0,22.0,2022-11-26,16.0,GK,Tunisia,True,0.0,90.0,90.0
TALBI MONTASSAR,10436.9,4074.6,4259.3,1346.4,600.1,156.6,133.0,47.0,30.2,2022-11-26,3.0,DF,Tunisia,True,0.0,90.0,90.0
MERIAH YASSINE,9719.4,3767.3,4429.1,948.6,400.4,174.0,85.0,36.0,32.2,2022-11-26,4.0,DF,Tunisia,True,0.0,90.0,90.0
BRONN DYLAN,8049.7,3253.7,3693.2,796.9,264.8,41.1,69.0,21.0,27.4,2022-11-26,6.0,DF,Tunisia,True,73.0,73.0,90.0
MSAKNI YOUSSEF,9960.8,4072.0,3969.4,1191.3,559.8,168.3,107.0,42.0,30.5,2022-11-26,7.0,FW,Tunisia,True,90.0,90.0,90.0
JEBALI ISSAM,8720.8,3222.4,3261.6,1454.6,581.7,200.6,121.0,43.0,31.1,2022-11-26,9.0,FW,Tunisia,True,73.0,73.0,90.0
LAIDOUNI AISSA,8371.3,2809.4,3762.1,1221.4,482.2,96.3,100.0,33.0,30.8,2022-11-26,14.0,MF,Tunisia,True,67.0,67.0,90.0
SKHIRI ELLYES,12823.0,3645.6,6183.2,2029.9,856.6,109.0,153.0,56.0,29.2,2022-11-26,17.0,MF,Tunisia,True,0.0,90.0,90.0
DRAGER MOHAMED,5650.2,1478.1,2665.2,974.1,445.8,87.6,87.0,29.0,27.6,2022-11-26,20.0,DF,Tunisia,True,46.0,46.0,90.0
SLITI NAIM,11323.1,4099.0,4557.5,1750.6,690.7,226.5,147.0,56.0,29.7,2022-11-26,23.0,FW,Tunisia,True,0.0,90.0,90.0
ABDI ALI,11175.5,4055.6,4339.5,1361.2,998.0,421.3,127.0,72.0,34.2,2022-11-26,24.0,DF,Tunisia,True,64.0,64.0,90.0
KHAZRI WAHBI,3114.8,1286.7,925.4,574.4,183.2,144.8,44.0,19.0,29.2,2022-11-26,10.0,FW,Tunisia,False,67.0,23.0,90.0
KHENISSI TAHA YASSINE,2449.4,1011.1,712.3,305.0,155.8,265.3,30.0,15.0,32.1,2022-11-26,11.0,FW,Tunisia,False,73.0,17.0,90.0
SASSI FERJANI,6537.2,1784.0,3135.9,1148.6,385.0,83.7,93.0,26.0,31.0,2022-11-26,15.0,MF,Tunisia,False,46.0,44.0,90.0
KECHRIDA WAJDI,2729.0,950.5,837.3,485.8,201.7,254.1,40.0,18.0,32.4,2022-11-26,0.0,0,0,0,0.0,0.0,0.0
MANDANDA STEVE,3395.4,2781.1,544.3,54.7,15.3,0.0,8.0,2.0,23.4,2022-11-30,16.0,GK,France,True,0.0,90.0,90.0
DISASI AXEL,10120.1,4411.3,3653.3,1074.8,835.9,144.7,104.0,51.0,34.3,2022-11-30,3.0,DF,France,True,0.0,90.0,90.0
VARANE RAPHAEL,6526.8,2604.2,2862.0,689.2,280.7,90.7,66.0,24.0,30.8,2022-11-30,4.0,DF,France,True,63.0,63.0,90.0
GUENDOUZI MATTEO,8904.2,3327.5,3541.2,1221.7,647.3,166.5,105.0,39.0,32.5,2022-11-30,6.0,MF,France,True,79.0,79.0,90.0
TCHOUAMENI AURELIEN,11035.0,3765.2,4815.7,1792.1,574.9,86.1,153.0,43.0,31.5,2022-11-30,8.0,MF,France,True,0.0,90.0,90.0
KOLO MUANI RANDAL,10354.2,3726.5,4783.6,938.1,532.2,373.8,95.0,53.0,34.6,2022-11-30,12.0,FW,France,True,0.0,90.0,90.0
FOFANA YOUSSOUF,7873.8,2932.2,3047.2,1086.6,595.3,212.6,100.0,39.0,32.8,2022-11-30,13.0,MF,France,True,73.0,73.0,90.0
VERETOUT JORDAN,7829.9,2195.5,3612.7,1451.7,441.6,127.6,116.0,32.0,32.4,2022-11-30,15.0,DF,France,True,63.0,63.0,90.0
COMAN KINGSLEY,6973.2,2488.0,3162.3,741.9,321.5,258.7,70.0,29.0,33.9,2022-11-30,20.0,FW,France,True,63.0,63.0,90.0
KONATE IBRAHIMA,8852.1,4274.7,2976.1,881.7,434.6,285.0,88.0,36.0,34.8,2022-11-30,24.0,DF,France,True,0.0,90.0,90.0
CAMAVINGA EDUARDO,9738.7,4247.0,3416.3,1100.5,726.5,248.3,115.0,58.0,32.9,2022-11-30,25.0,MF,France,True,0.0,90.0,90.0
GRIEZMANN ANTOINE,3352.4,1148.2,1524.0,534.4,122.4,23.1,37.0,9.0,27.6,2022-11-30,7.0,FW,France,False,83.0,7.0,90.0
MBAPPE KYLIAN,3123.0,1508.7,876.9,405.4,296.1,35.6,37.0,26.0,31.3,2022-11-30,10.0,FW,France,False,63.0,27.0,90.0
DEMBELE OUSMANE,2203.1,919.6,885.2,263.1,94.3,40.8,26.0,10.0,29.8,2022-11-30,11.0,FW,France,False,79.0,11.0,90.0
RABIOT ADRIEN,4116.1,1577.7,1485.9,647.0,276.6,128.4,59.0,22.0,31.4,2022-11-30,14.0,MF,France,False,63.0,27.0,90.0
SALIBA WILLIAM,3447.6,1318.3,1461.4,358.5,224.4,84.8,35.0,22.0,33.4,2022-11-30,18.0,DF,France,False,63.0,27.0,90.0
DAHMEN AYMEN,4040.5,3281.3,629.1,115.6,14.5,0.0,17.0,2.0,24.1,2022-11-30,16.0,GK,Tunisia,True,0.0,90.0,90.0
TALBI MONTASSAR,9858.2,4061.6,4182.8,882.3,477.1,254.3,86.0,37.0,31.5,2022-11-30,3.0,DF,Tunisia,True,0.0,90.0,90.0
MERIAH YASSINE,8906.4,4178.0,3451.2,756.2,296.6,224.4,75.0,30.0,31.3,2022-11-30,4.0,DF,Tunisia,True,0.0,90.0,90.0
GHANDRI NADER,9072.7,3925.7,3899.4,808.4,306.7,133.4,81.0,23.0,32.0,2022-11-30,5.0,MF,Tunisia,True,60.0,60.0,90.0
KHAZRI WAHBI,6063.2,2617.5,2003.9,630.0,553.0,258.9,65.0,42.0,30.5,2022-11-30,10.0,FW,Tunisia,True,60.0,60.0,90.0
MAALOUL ALI,10868.4,3987.6,4428.9,1929.1,420.6,101.1,148.0,34.0,31.6,2022-11-30,12.0,DF,Tunisia,True,0.0,90.0,90.0
LAIDOUNI AISSA,11355.3,4166.3,5164.4,1321.8,447.4,255.5,105.0,37.0,34.1,2022-11-30,14.0,MF,Tunisia,True,74.0,74.0,90.0
BEN ROMDHANE MOHAMED ALI,8903.4,3226.6,3743.9,1067.5,668.6,196.8,96.0,40.0,32.1,2022-11-30,15.0,MF,Tunisia,True,74.0,74.0,90.0
SKHIRI ELLYES,13218.9,3725.1,6249.9,2349.0,724.4,170.5,178.0,52.0,30.5,2022-11-30,17.0,MF,Tunisia,True,0.0,90.0,90.0
KECHRIDA WAJDI,9907.1,4205.6,3208.9,1100.7,758.9,633.1,104.0,62.0,34.9,2022-11-30,20.0,DF,Tunisia,True,28.0,28.0,90.0
SLIMANE ANIS,10036.3,3228.7,4202.2,1544.6,887.2,172.6,142.0,65.0,30.4,2022-11-30,25.0,FW,Tunisia,True,83.0,83.0,90.0
JEBALI ISSAM,4562.2,1573.1,1905.6,594.9,445.7,42.4,59.0,31.0,28.6,2022-11-30,9.0,FW,Tunisia,False,60.0,30.0,90.0
CHAALELI GHAYLEN,3058.2,990.5,1411.3,491.4,164.8,0.0,46.0,14.0,25.8,2022-11-30,18.0,MF,Tunisia,False,74.0,16.0,90.0
ABDI ALI,1905.8,584.7,752.8,310.7,183.2,74.5,25.0,16.0,31.5,2022-11-30,24.0,DF,Tunisia,False,83.0,7.0,90.0
KIM SEUNGGYU,4657.1,3474.7,979.4,165.3,37.7,0.0,21.0,4.0,25.4,2022-11-24,1.0,GK,Korea Republic,True,0.0,90.0,90.0
KIM JINSU,10007.8,4040.1,3500.7,1300.0,759.6,407.3,120.0,56.0,30.8,2022-11-24,3.0,DF,Korea Republic,True,0.0,90.0,90.0
KIM MINJAE,9070.5,3760.6,3525.7,1043.1,477.1,264.0,98.0,40.0,32.1,2022-11-24,4.0,DF,Korea Republic,True,0.0,90.0,90.0
JUNG WOOYOUNG,10626.7,3772.5,4377.1,1670.5,578.1,229.5,144.0,36.0,30.1,2022-11-24,5.0,MF,Korea Republic,True,0.0,90.0,90.0
HWANG LNBEOM,11753.0,2904.2,6198.5,1687.7,708.7,253.9,146.0,52.0,31.4,2022-11-24,0.0,0,0,0,0.0,0.0,0.0
SON HEUNGMIN,10137.2,3844.0,4342.8,1164.8,553.5,233.2,114.0,55.0,33.0,2022-11-24,7.0,MF,Korea Republic,True,74.0,74.0,90.0
LEE JAESUNG,9262.2,2416.5,4269.9,1621.8,803.0,151.0,135.0,53.0,31.1,2022-11-24,10.0,MF,Korea Republic,True,74.0,74.0,90.0
KIM MOONHWAN,10736.8,3816.9,4510.5,1344.3,699.0,366.1,131.0,58.0,32.3,2022-11-24,15.0,DF,Korea Republic,True,0.0,90.0,90.0
HWANG UIJO,7683.7,2808.4,3324.0,849.1,533.3,169.8,94.0,46.0,31.9,2022-11-24,16.0,FW,Korea Republic,True,74.0,74.0,90.0
NA SANGHO,8804.6,2992.7,3938.3,1112.9,554.7,206.0,107.0,40.0,34.0,2022-11-24,17.0,FW,Korea Republic,True,75.0,75.0,90.0
KIM YOUNGGWON,8678.0,4069.1,3118.9,916.4,391.4,182.2,88.0,30.0,31.3,2022-11-24,19.0,DF,Korea Republic,True,0.0,90.0,90.0
CHO GUESUNG,2734.5,852.9,1249.7,398.7,133.4,99.8,38.0,13.0,31.5,2022-11-24,9.0,FW,Korea Republic,False,88.0,2.0,90.0
SON JUNHO,2848.9,898.0,1339.3,459.8,145.0,6.8,36.0,7.0,26.4,2022-11-24,13.0,MF,Korea Republic,False,0.0,0.0,90.0
LEE KANGIN,2639.0,878.0,1164.6,316.7,195.5,83.9,31.0,15.0,30.9,2022-11-24,18.0,MF,Korea Republic,False,75.0,15.0,90.0
GIMENEZ JOSE MARIA,9638.0,3848.4,4012.3,1128.6,486.7,161.9,116.0,39.0,30.5,2022-11-24,2.0,DF,Uruguay,True,0.0,90.0,90.0
GODIN DIEGO,9477.3,4125.5,4001.3,865.3,329.8,156.4,80.0,29.0,30.5,2022-11-24,3.0,DF,Uruguay,True,0.0,90.0,90.0
VECINO MATIAS,10002.1,2816.6,4222.9,2247.5,586.1,129.0,175.0,46.0,30.8,2022-11-24,5.0,MF,Uruguay,True,79.0,79.0,90.0
BENTANCUR RODRIGO,11609.5,3774.2,5338.0,1841.3,527.1,130.0,149.0,43.0,30.5,2022-11-24,6.0,MF,Uruguay,True,0.0,90.0,90.0
PELLISTRI FACUNDO,8843.0,3693.7,2983.6,1085.0,684.4,395.3,102.0,63.0,32.4,2022-11-24,8.0,FW,Uruguay,True,88.0,88.0,90.0
SUAREZ LUIS,6809.0,2447.1,2635.8,1005.7,614.9,105.5,87.0,39.0,30.5,2022-11-24,9.0,FW,Uruguay,True,64.0,64.0,90.0
NUNEZ DARWIN,10602.9,4205.1,4019.5,1080.4,635.1,663.7,117.0,55.0,33.7,2022-11-24,11.0,FW,Uruguay,True,0.0,90.0,90.0
VALVERDE FEDERICO,10657.0,3164.1,5193.2,1323.6,596.8,378.3,112.0,49.0,33.0,2022-11-24,15.0,MF,Uruguay,True,0.0,90.0,90.0
OLIVERA MATHIAS,9102.9,2902.0,4013.5,1369.1,571.7,245.8,122.0,49.0,33.5,2022-11-24,16.0,DF,Uruguay,True,79.0,79.0,90.0
CACERES MARTIN,9211.7,4018.1,3669.0,1124.7,316.9,82.9,96.0,25.0,30.3,2022-11-24,22.0,DF,Uruguay,True,57.0,57.0,90.0
DE LA CRUZ NICOLAS,2377.1,673.9,1096.6,387.0,169.2,50.6,33.0,13.0,28.7,2022-11-24,7.0,MF,Uruguay,False,0.0,0.0,90.0
VARELA GUILLERMO,1468.1,407.8,586.9,183.7,195.3,94.4,19.0,11.0,32.2,2022-11-24,13.0,DF,Uruguay,False,88.0,2.0,90.0
VINA MATIAS,2466.4,596.1,1139.5,440.5,128.3,161.8,36.0,14.0,33.3,2022-11-24,17.0,DF,Uruguay,False,79.0,11.0,90.0
CAVANI EDINSON,3613.2,1451.8,1365.4,481.3,291.6,23.1,48.0,19.0,27.0,2022-11-24,21.0,FW,Uruguay,False,64.0,26.0,90.0
WILLIAMS NECO,8808.2,2751.7,4004.2,1147.7,625.4,280.1,103.0,50.0,32.3,2022-11-21,3.0,DF,Wales,True,90.0,90.0,90.0
DAVIES BEN,11020.3,3486.8,5606.0,1419.4,439.7,68.3,120.0,30.0,28.4,2022-11-21,4.0,DF,Wales,True,45.0,45.0,90.0
MEPHAM CHRIS,11379.9,3927.2,5221.1,1703.6,427.9,101.3,142.0,32.0,28.4,2022-11-21,5.0,DF,Wales,True,90.0,90.0,90.0
RODON JOE,10834.0,3630.5,5498.2,1235.1,438.8,31.4,116.0,30.0,27.5,2022-11-21,6.0,DF,Wales,True,90.0,90.0,90.0
WILSON HARRY,10946.2,3718.4,4541.6,1789.7,696.2,200.3,158.0,51.0,33.8,2022-11-21,8.0,MF,Wales,True,93.0,93.0,90.0
RAMSEY AARON,12544.7,4021.8,4795.8,2442.4,1114.0,170.6,198.0,76.0,29.8,2022-11-21,10.0,MF,Wales,True,90.0,90.0,90.0
BALE GARETH,10756.2,4033.6,4633.8,1465.0,486.2,137.7,131.0,38.0,31.3,2022-11-21,11.0,FW,Wales,True,90.0,90.0,90.0
ROBERTS CONNOR,11822.2,3701.5,4999.6,1912.8,788.5,422.1,175.0,60.0,31.2,2022-11-21,14.0,DF,Wales,True,90.0,90.0,90.0
AMPADU ETHAN,11659.4,2814.6,6223.8,1927.3,474.5,219.2,151.0,40.0,31.0,2022-11-21,15.0,DF,Wales,True,95.0,95.0,90.0
JAMES DANIEL,5777.4,2038.9,2347.9,850.4,406.2,134.0,80.0,33.0,35.0,2022-11-21,20.0,FW,Wales,True,46.0,46.0,90.0
JOHNSON BRENNAN,2183.9,739.2,867.9,316.0,179.5,81.2,25.0,14.0,34.0,2022-11-21,9.0,FW,Wales,False,79.0,11.0,90.0
MOORE KIEFFER,6277.6,2175.2,2369.8,929.1,655.4,148.2,93.0,51.0,32.1,2022-11-21,13.0,FW,Wales,False,46.0,44.0,90.0
MORRELL JOE,843.2,188.6,414.2,190.5,39.3,10.5,13.0,4.0,27.1,2022-11-21,16.0,MF,Wales,False,95.0,-5.0,90.0
THOMAS SORBA,1118.3,214.8,514.5,279.5,94.9,14.7,23.0,10.0,26.3,2022-11-21,22.0,MF,Wales,False,93.0,-3.0,90.0
TURNER MATT,5739.8,4338.1,1233.5,124.0,26.4,17.8,13.0,3.0,28.2,2022-11-21,1.0,GK,USA,True,0.0,90.0,90.0
DEST SERGINO,9170.5,2538.4,4588.9,1176.6,647.4,220.1,102.0,55.0,32.0,2022-11-21,2.0,DF,USA,True,0.0,90.0,90.0
ZIMMERMAN WALKER,10851.3,3637.3,5312.8,1298.9,456.8,144.3,119.0,40.0,32.3,2022-11-21,3.0,DF,USA,True,0.0,90.0,90.0
ADAMS TYLER,13127.7,3338.4,5944.2,2624.2,958.3,263.9,194.0,69.0,32.4,2022-11-21,4.0,MF,USA,True,0.0,90.0,90.0
ROBINSON ANTONEE,11856.3,4187.6,4544.5,1509.3,896.3,717.3,145.0,81.0,35.4,2022-11-21,5.0,DF,USA,True,0.0,90.0,90.0
MUSAH YUNUS,9815.2,2745.3,4178.3,1841.3,827.4,222.8,156.0,68.0,32.5,2022-11-21,6.0,MF,USA,True,75.0,75.0,90.0
MCKENNIE WESTON,8619.0,2783.9,3615.7,1494.5,517.1,206.9,127.0,42.0,30.8,2022-11-21,8.0,MF,USA,True,66.0,66.0,90.0
PULISIC CHRISTIAN,12687.4,3590.5,5704.3,2269.8,869.1,252.5,209.0,65.0,30.3,2022-11-21,10.0,FW,USA,True,90.0,90.0,90.0
REAM TIM,10402.6,4152.7,3930.1,1491.7,690.7,137.3,124.0,52.0,30.6,2022-11-21,13.0,DF,USA,True,0.0,90.0,90.0
